Mathematics,Science,English,Hindi,Social Science,Physics,Chemistry,Biology,Basic Electrical Engineering,Mathematics I,Analog Electronic Circuits,Environmental Science,Basic Manufacturing Systems,Yoga and Human Consciousness,Professional Communication,Engineering Graphics,Computer Programming,Data Structures and Algorithms,Digital Electronics,Engineering Economics,Object-Oriented Programming,Probability & Statistics,Computer Organization and Architecture,Database Management Systems,Principle of Digital Communication,Operating Systems,Automata and Formal Languages,Web Technology,Business Communication,Software Engineering,Big Data,Design and Analysis of Algorithms,High-Performance Computing,Computer Networks,Artificial Intelligence,Law of Patent,Data Analytics,Internet of Things,Compiler Design,Software Project Management,Cloud Computing,Tools and Techniques Laboratory,Minor Project,Job Role
97,64,58,100,89,68,94,74,74,62,78,57,87,66,76,61,57,89,78,86,57,89,86,99,84,67,80,96,79,96,80,82,84,81,60,96,76,91,63,57,79,59,70,Full Stack Developer
96,72,98,93,100,93,60,53,93,70,73,83,63,67,95,84,75,64,88,98,56,67,56,68,62,64,86,55,54,71,97,88,67,90,86,56,52,80,67,92,86,99,61,Civil Services
57,91,54,55,53,50,68,95,63,92,51,64,84,69,82,89,51,76,83,88,52,97,94,81,53,73,100,85,74,95,56,54,96,69,55,89,88,67,63,56,99,67,92,Data Scientist
54,65,99,68,63,92,68,76,89,63,79,96,60,80,87,100,54,59,69,80,66,51,82,95,76,79,93,56,89,90,82,52,98,86,53,55,79,81,99,93,91,79,63,Database Administrator
69,65,54,68,94,89,69,80,80,99,80,95,76,94,77,59,84,81,100,87,61,98,68,91,91,54,77,50,55,52,93,97,85,92,58,53,55,74,92,100,52,97,60,AI Researcher
70,64,52,82,82,59,79,73,92,99,60,78,84,64,81,91,66,71,91,60,62,81,59,77,61,100,78,84,74,67,81,96,92,95,97,58,60,84,92,90,100,70,73,Cybersecurity Analyst
60,92,82,75,93,71,63,91,93,67,69,86,97,95,62,67,67,72,98,96,84,96,75,76,95,90,65,94,73,67,94,64,77,50,90,83,58,79,95,96,100,99,61,Civil Services
67,85,66,73,60,96,84,98,72,93,56,51,97,60,71,96,50,97,84,55,98,75,81,61,88,94,64,87,68,93,99,68,53,72,68,55,99,81,68,93,90,56,86,Data Scientist
65,84,75,65,51,70,91,84,61,86,87,67,72,56,50,82,91,75,70,90,89,97,89,59,80,81,86,90,81,82,72,62,81,76,77,66,78,72,52,90,77,94,54,Web Developer
61,70,63,56,58,54,100,72,93,64,91,67,61,91,60,85,69,53,67,71,92,66,54,77,65,80,72,82,52,94,95,58,68,50,98,61,60,72,88,62,91,53,75,DevOps Engineer
85,62,86,91,50,51,82,65,56,57,84,84,54,97,76,96,93,63,67,59,65,83,63,67,100,57,71,100,81,57,62,92,62,62,85,52,97,80,94,59,73,89,81,Data Scientist
82,61,92,80,79,59,52,56,90,69,73,67,58,69,78,53,54,72,68,82,62,95,74,77,84,57,69,61,64,90,92,83,51,93,91,90,72,58,73,59,58,84,68,Machine Learning Engineer
61,51,83,97,78,72,86,54,97,66,78,63,57,87,79,53,50,63,93,86,82,51,89,90,66,86,57,78,62,80,59,70,96,51,62,73,50,70,79,63,62,93,91,Embedded Systems Engineer
59,52,63,72,97,61,62,92,69,91,72,81,93,81,77,55,94,89,77,63,69,88,57,54,50,57,97,82,50,100,56,88,60,88,78,66,79,65,73,69,83,66,56,Software Engineer
88,69,60,61,57,80,50,62,91,81,94,85,84,84,87,66,76,57,96,75,80,92,55,80,59,89,68,50,65,79,54,71,53,74,86,52,71,70,94,60,53,75,58,Environmental Engineer
60,54,95,82,81,92,93,55,51,70,75,82,98,85,92,84,87,71,78,75,63,59,65,82,73,65,86,95,88,68,93,91,65,100,65,64,70,78,51,88,57,78,90,Project Manager
74,71,86,74,72,92,77,52,62,88,90,87,87,74,97,95,58,62,60,91,82,75,92,57,57,66,54,58,72,62,80,99,92,58,90,91,51,56,74,70,97,88,82,Patent Lawyer
51,86,67,88,99,91,80,98,76,96,81,51,92,91,83,81,55,63,77,54,82,67,87,64,87,52,75,73,74,62,56,99,75,67,73,58,67,57,66,90,77,89,82,Telecommunications Engineer
95,94,95,85,91,72,55,50,79,74,68,53,83,54,94,70,87,98,100,92,73,99,74,77,52,50,65,55,72,79,85,60,58,89,70,94,87,77,62,60,64,87,53,Software Developer
81,76,51,50,90,53,52,78,53,52,87,83,74,80,76,98,60,64,74,85,78,68,75,75,81,69,71,97,85,72,75,53,60,84,84,92,65,54,88,60,68,97,78,Patent Lawyer
95,60,97,85,67,52,78,94,59,84,69,93,54,94,91,81,80,96,64,57,96,59,60,68,87,96,65,91,90,76,95,66,54,82,94,80,82,73,55,97,54,98,61,Full Stack Developer
80,95,67,84,98,84,53,84,77,84,68,68,59,59,59,57,55,86,51,57,87,78,64,77,59,90,82,96,90,78,51,95,64,80,94,54,96,54,66,77,77,74,64,Data Scientist
60,69,78,73,89,73,97,96,61,70,83,68,51,72,76,65,98,66,96,85,61,98,100,77,83,65,90,51,90,68,98,74,89,95,52,86,72,100,89,68,88,91,68,Doctor
51,75,50,81,81,81,74,81,85,87,84,61,86,78,78,58,91,58,88,52,70,69,62,78,54,72,70,90,90,98,51,60,57,50,59,60,70,55,73,56,88,99,83,Electronics Engineer
98,81,70,82,99,93,89,52,89,67,57,96,92,87,89,50,99,64,62,81,91,50,93,78,55,67,60,86,58,92,97,51,84,80,60,84,98,61,81,76,92,56,54,Software Developer
79,66,62,52,54,54,95,50,100,75,74,63,63,93,83,88,91,50,85,74,53,100,86,69,87,99,67,98,82,91,85,70,67,90,79,58,74,91,82,62,60,87,82,Cybersecurity Analyst
90,83,51,100,82,72,62,86,83,77,67,75,64,53,67,57,68,98,55,62,77,83,68,54,72,58,96,62,75,85,55,59,62,96,99,67,58,55,62,91,78,75,94,Full Stack Developer
75,79,69,79,50,83,51,64,90,54,54,98,83,64,98,88,74,89,99,72,65,83,62,74,57,66,55,85,53,53,90,63,55,59,85,98,72,92,91,95,86,98,81,AI Researcher
76,54,60,65,83,53,61,88,59,61,69,69,99,97,74,77,81,86,68,61,56,96,62,82,83,67,75,59,81,80,61,84,63,73,94,64,90,100,82,71,93,62,56,Data Scientist
54,66,67,61,69,85,58,77,89,95,97,57,56,96,60,52,81,87,69,100,59,91,53,50,66,77,64,74,70,84,83,85,50,62,67,99,86,56,87,90,66,84,71,Data Scientist
95,100,69,98,93,85,54,59,80,98,67,64,68,85,99,58,77,91,73,75,55,76,96,67,89,97,98,98,65,80,81,58,51,99,62,81,56,78,89,64,63,88,87,Engineer
64,74,85,97,82,53,86,55,94,77,57,67,78,93,87,72,91,87,52,69,74,59,61,90,95,74,96,53,99,64,65,63,81,56,87,58,70,66,60,59,64,64,78,Project Manager
73,71,74,79,99,67,88,64,90,96,89,50,71,99,57,65,100,88,69,64,91,72,60,70,100,99,50,92,83,96,67,51,94,77,95,93,68,50,83,87,100,87,50,Web Developer
58,80,91,85,55,85,84,75,56,64,70,92,53,56,78,73,61,81,56,67,94,55,56,90,67,68,86,97,63,89,77,100,87,76,55,60,65,70,51,97,97,78,72,Database Administrator
73,79,58,54,68,70,81,100,64,81,90,88,87,66,80,95,50,85,72,64,90,56,98,74,77,82,69,57,50,90,65,59,71,57,54,67,83,96,78,56,58,95,75,Doctor
88,90,76,57,74,64,60,60,51,54,62,94,91,62,54,94,75,59,96,99,52,62,87,64,75,67,69,62,69,58,62,93,75,94,58,75,61,92,52,97,62,77,74,Mechanical Engineer
79,68,77,62,62,85,68,61,82,78,92,52,82,65,88,52,90,93,77,72,69,57,65,99,94,88,81,54,60,62,53,69,58,73,90,76,52,82,54,66,64,61,78,Telecommunications Engineer
53,70,54,77,75,85,58,51,98,93,69,55,53,77,91,76,98,96,60,56,92,57,60,94,90,89,85,88,92,78,51,74,83,72,57,73,92,65,66,54,77,97,75,Data Scientist
94,93,100,100,58,87,51,64,56,57,51,61,77,80,94,85,90,93,64,79,50,99,96,85,54,65,79,86,65,95,92,70,68,74,63,60,69,64,87,83,56,84,98,Software Developer
93,58,52,63,85,74,53,98,99,96,92,58,80,55,85,70,95,67,70,73,67,100,53,82,91,80,79,60,67,64,64,50,95,97,61,71,71,63,71,50,75,64,84,Software Developer
77,61,55,89,56,67,78,51,64,68,58,62,82,58,88,74,83,99,99,69,85,73,71,96,69,67,86,56,67,51,55,62,85,84,52,76,100,69,58,95,83,94,63,Data Scientist
62,86,54,87,62,50,64,93,76,70,89,69,70,88,53,55,75,69,60,85,87,85,60,89,54,57,56,69,95,88,88,54,57,86,65,74,63,78,72,63,73,82,94,Database Administrator
94,76,91,67,68,100,97,72,70,83,84,60,59,51,99,61,56,94,74,87,59,79,57,51,73,79,66,95,99,84,74,65,83,87,68,64,80,90,76,91,83,98,90,Engineer
77,89,100,86,67,90,72,99,96,85,62,69,69,77,94,58,81,66,78,53,94,65,64,77,59,67,75,71,97,68,66,92,63,66,94,90,56,78,100,73,88,89,94,Project Manager
76,82,82,52,61,80,50,85,87,69,74,95,94,89,92,69,95,65,52,90,82,61,86,100,80,56,63,76,94,61,76,91,54,99,52,61,99,97,76,67,86,55,60,Data Scientist
99,53,58,89,77,50,78,75,94,76,84,53,72,56,58,75,95,76,97,63,51,92,50,92,52,59,79,94,69,78,67,51,90,52,54,61,73,89,51,54,79,67,92,Software Developer
77,67,95,71,76,81,59,64,55,82,76,53,82,82,59,89,79,51,99,85,100,63,70,57,86,72,55,85,58,52,83,53,93,57,72,69,79,75,55,59,84,68,54,Mechanical Engineer
70,75,66,78,87,100,59,98,94,74,68,100,68,92,100,64,81,58,59,95,97,65,67,64,72,70,77,70,97,77,100,55,60,79,72,94,67,72,60,53,50,79,58,Project Manager
74,59,77,93,59,72,65,67,80,98,62,64,70,61,52,85,80,54,59,100,59,95,77,78,65,67,63,100,70,67,77,79,92,96,60,57,77,92,62,82,67,66,62,Economist
54,56,83,85,63,61,59,83,59,84,61,57,69,90,84,84,64,57,62,87,91,91,100,62,63,67,67,77,59,82,69,79,88,89,84,93,91,97,54,85,65,78,88,Data Scientist
74,100,68,85,54,99,56,91,63,93,96,50,50,86,59,74,94,81,70,68,78,79,64,53,70,65,72,96,71,82,84,70,91,74,78,53,74,73,53,94,61,71,62,Electronics Engineer
95,85,60,59,56,90,57,89,58,83,100,96,65,59,77,96,79,60,57,64,66,92,100,86,50,64,63,64,100,89,82,50,99,95,99,57,94,92,55,80,66,94,91,Data Scientist
68,60,74,57,55,57,70,81,88,67,71,74,60,76,84,92,89,65,88,52,50,86,64,66,81,94,80,86,94,65,75,83,88,82,78,94,60,80,55,52,81,53,93,Cybersecurity Analyst
78,80,84,78,62,54,66,80,73,55,59,55,68,55,77,82,75,56,56,57,94,74,51,96,65,60,98,86,95,64,86,77,62,84,59,54,78,60,65,55,77,67,57,Web Developer
99,73,97,78,99,87,58,75,54,72,71,55,51,85,55,72,80,84,85,89,79,71,69,66,90,72,98,61,94,68,62,76,77,82,90,85,80,70,86,73,75,82,90,Engineer
87,54,70,63,57,89,57,71,67,62,94,82,63,96,73,78,53,81,66,100,74,52,76,100,57,74,97,86,84,93,95,52,92,63,76,88,83,51,96,97,68,95,51,Engineer
76,91,85,53,55,52,98,77,50,52,78,99,96,71,87,76,89,50,97,82,90,92,90,87,68,99,59,52,75,65,55,91,85,52,64,59,62,69,52,86,97,99,99,Economist
72,84,73,66,99,65,54,93,89,50,61,55,89,73,87,50,92,64,63,64,51,53,66,88,78,80,51,98,52,86,80,82,86,57,95,50,50,55,76,63,68,73,76,Database Administrator
92,90,99,88,79,84,60,89,60,57,96,63,68,83,93,89,97,96,75,78,97,79,91,68,79,98,57,66,83,64,84,72,70,67,68,73,60,97,71,93,66,77,82,Software Developer
74,56,86,64,93,98,52,71,64,85,70,61,70,65,65,89,93,51,67,78,53,82,89,68,60,81,68,63,57,93,51,79,70,69,66,79,58,56,79,53,93,72,79,AI Researcher
62,96,96,92,68,54,98,62,76,100,78,61,61,82,57,54,91,99,58,58,86,89,64,55,55,67,94,93,94,68,63,69,52,92,64,61,80,67,55,92,74,53,73,Web Developer
73,79,88,52,54,77,94,72,100,87,99,78,55,58,50,92,69,96,93,82,50,86,91,55,64,60,71,70,75,92,50,65,74,94,85,96,97,87,61,99,74,82,52,Data Scientist
53,62,98,91,76,60,83,89,89,87,72,61,53,100,61,59,83,89,52,78,59,100,55,59,69,90,87,74,51,89,99,81,69,69,99,64,91,93,89,55,87,69,70,Data Scientist
85,59,64,78,53,83,69,63,92,63,52,73,77,78,100,58,90,93,51,60,100,53,63,65,61,59,96,64,93,85,59,54,87,95,90,62,74,60,53,79,100,96,50,Engineer
63,61,95,52,68,85,84,91,87,82,91,62,93,76,63,54,74,74,85,74,63,50,71,83,89,93,62,63,74,71,53,68,78,52,87,86,66,96,59,95,52,91,87,Doctor
84,58,99,73,54,92,52,91,82,55,56,91,70,59,69,95,90,77,79,89,75,75,51,85,76,79,95,70,92,68,68,85,88,98,99,74,85,98,85,92,85,62,96,Engineer
91,55,56,71,73,77,98,60,93,92,66,97,58,65,51,82,73,91,89,53,55,54,97,69,75,72,77,62,53,85,54,68,96,100,73,72,97,73,74,66,71,56,91,Data Scientist
61,67,50,60,60,70,97,85,88,99,98,90,65,66,99,69,66,83,65,54,54,90,92,73,98,89,99,54,94,100,56,65,87,65,58,87,68,54,70,55,62,67,79,Project Manager
83,59,60,60,94,87,72,59,64,86,94,69,99,72,83,83,60,77,80,71,96,64,81,69,64,73,78,83,76,86,86,68,81,80,57,94,97,81,84,66,54,89,97,Data Scientist
56,82,69,73,75,93,58,92,63,98,90,90,74,77,76,86,96,59,80,99,93,71,96,90,96,57,91,58,99,87,67,100,50,100,69,66,96,84,99,58,55,99,77,Data Scientist
100,69,96,66,76,58,56,70,81,98,66,64,79,83,64,62,50,70,54,50,82,56,57,96,75,56,90,97,99,77,76,100,94,90,74,71,72,77,92,55,79,62,68,Web Developer
55,81,88,55,92,78,79,97,84,82,94,62,82,54,60,86,88,53,78,84,98,50,84,56,59,84,71,98,75,71,68,53,64,67,61,74,80,59,68,90,86,71,54,Web Developer
87,87,53,65,66,53,95,74,65,74,87,51,87,53,76,88,53,78,85,62,91,53,83,71,96,89,60,79,59,57,57,98,82,81,65,58,92,55,81,91,53,64,75,Data Scientist
58,76,91,69,57,61,99,53,50,83,86,72,66,62,50,98,80,98,67,62,85,75,53,60,79,90,61,69,62,64,95,81,80,50,62,81,58,58,68,59,92,67,81,Data Analyst
53,56,91,92,57,75,86,89,64,58,59,94,81,83,66,60,87,90,50,99,51,96,69,73,62,78,87,50,50,84,90,53,98,63,72,52,59,84,62,71,75,93,50,Doctor
61,85,55,66,70,59,97,50,95,73,57,51,63,60,68,60,97,50,62,99,86,62,80,62,61,62,95,77,57,75,72,70,93,87,99,94,59,65,90,95,66,53,88,Patent Lawyer
85,79,91,73,70,100,72,95,87,90,67,85,61,60,84,98,88,66,90,76,89,72,53,74,54,62,97,78,74,58,100,60,64,100,74,84,79,88,96,59,65,76,80,Engineer
74,86,100,58,76,80,65,67,73,95,67,54,59,77,98,54,69,61,99,52,94,50,80,80,87,69,93,61,91,80,52,68,77,92,98,92,51,74,61,53,51,57,84,Project Manager
86,57,91,100,70,95,59,78,86,57,95,65,56,79,72,72,74,68,76,78,94,65,64,69,64,84,91,65,71,71,80,51,96,72,59,69,59,55,79,52,99,89,87,Engineer
58,66,85,56,89,83,91,89,73,96,50,61,99,87,72,86,99,83,94,68,71,85,75,97,91,94,59,57,82,68,95,98,70,56,52,77,60,72,89,87,91,69,88,Doctor
72,69,52,50,65,88,52,73,53,89,55,75,80,82,99,51,98,61,97,69,59,75,97,67,64,85,62,80,85,58,75,54,70,76,68,75,94,74,53,65,69,77,94,Data Scientist
100,98,54,65,63,56,58,70,90,53,80,68,73,74,84,72,83,78,73,85,66,50,92,92,81,68,88,94,89,72,89,69,62,88,74,81,80,98,80,59,81,79,86,Machine Learning Engineer
51,83,92,90,73,85,53,53,79,96,64,78,93,80,52,68,85,78,92,51,76,59,54,84,86,70,61,63,85,55,75,62,51,96,67,70,100,62,72,97,99,58,85,Data Scientist
91,94,72,77,50,63,95,55,58,59,79,91,80,77,87,70,68,76,91,70,93,69,71,52,50,84,73,71,76,59,83,89,69,56,68,50,86,59,73,65,97,100,70,Data Scientist
58,79,59,59,61,99,67,77,71,67,55,81,72,54,99,70,95,94,89,100,50,81,91,52,52,63,77,72,90,64,83,56,67,65,89,52,73,88,87,92,81,92,68,AI Researcher
67,91,63,96,92,59,50,100,75,50,79,96,59,75,64,93,65,59,64,63,50,70,96,96,79,53,91,100,100,68,78,80,66,74,80,83,72,99,64,77,54,62,80,Mechanical Engineer
91,100,62,81,84,96,55,71,76,51,57,62,67,69,62,75,63,97,73,97,94,90,65,76,80,63,77,84,76,68,72,85,51,63,58,74,76,81,80,61,74,70,52,Engineer
69,78,75,58,98,50,61,78,67,79,95,92,75,88,86,57,72,82,51,78,82,65,96,99,51,65,78,92,79,61,82,78,98,88,57,85,64,91,71,84,53,85,84,Web Developer
68,84,88,66,99,50,89,79,67,91,86,65,50,82,98,79,70,74,62,55,87,91,55,57,54,84,50,62,91,65,57,97,88,60,96,68,64,76,71,61,83,72,96,Project Manager
62,68,81,79,75,59,66,94,80,73,77,59,86,94,65,53,84,85,51,96,100,72,99,85,83,70,88,89,54,57,82,65,67,84,95,93,100,69,56,59,85,86,73,Data Scientist
56,79,75,66,86,96,67,66,83,65,93,96,67,59,88,76,81,71,69,70,92,84,93,55,50,93,69,83,67,82,78,95,67,87,81,56,88,54,58,65,54,96,91,Data Scientist
88,68,91,64,92,51,89,84,66,72,66,87,50,83,70,64,74,92,61,50,90,50,76,55,80,60,61,89,86,73,81,61,87,95,89,75,72,93,75,82,60,68,92,Full Stack Developer
56,97,65,68,85,89,76,61,58,91,87,89,65,72,95,65,75,68,57,71,80,87,84,53,80,89,54,74,81,94,92,94,91,88,94,69,97,92,83,74,99,94,90,Data Scientist
74,95,59,62,99,81,77,87,59,66,57,94,79,71,91,84,95,86,71,83,75,60,50,95,61,96,85,86,64,69,99,67,97,85,70,52,91,77,99,70,86,94,89,Data Scientist
52,50,52,62,68,52,76,80,82,70,90,81,62,67,70,98,63,64,80,77,62,64,89,66,88,96,81,79,81,58,58,52,73,61,66,85,66,58,99,69,69,63,89,Mechanical Engineer
81,76,77,86,82,97,88,59,89,100,78,55,56,68,72,83,85,65,83,68,63,84,83,77,92,65,95,61,60,66,81,93,88,52,83,95,71,92,83,59,82,79,60,Engineer
53,89,92,96,94,55,75,71,86,51,55,81,62,66,55,59,93,95,54,97,64,79,71,71,70,74,50,60,73,90,80,54,93,91,91,89,92,97,81,96,65,61,100,Data Scientist
79,64,85,63,76,60,79,92,76,75,50,86,60,54,61,75,79,70,58,67,70,95,56,75,71,94,83,95,57,95,76,89,52,67,54,51,68,100,88,77,68,57,86,DevOps Engineer
53,76,63,70,51,99,53,54,85,80,71,53,91,61,58,67,90,92,96,79,82,72,53,88,54,54,84,73,74,63,61,81,75,52,90,88,73,92,75,64,65,96,52,Patent Lawyer
50,53,53,97,84,69,72,63,53,78,98,61,56,75,100,85,90,63,91,67,76,96,55,100,92,58,59,85,91,63,55,71,64,51,96,50,50,80,78,87,100,79,65,Project Manager
85,61,80,61,67,60,74,80,59,64,52,62,79,97,100,72,78,65,58,52,57,97,56,54,54,76,87,66,94,60,85,98,88,63,73,50,80,57,79,73,65,61,87,Project Manager
99,58,86,83,53,85,96,97,50,63,64,51,97,72,91,73,95,62,52,53,91,67,95,83,54,63,80,93,52,98,85,57,80,57,90,69,62,81,50,97,70,55,64,Software Developer
79,82,100,93,97,71,90,67,62,79,74,55,50,88,97,79,68,85,76,73,58,68,78,52,60,93,73,58,86,69,63,56,80,69,90,78,68,67,99,88,68,60,88,Project Manager
78,53,78,53,96,66,52,58,98,78,96,67,73,58,73,77,87,76,80,67,79,72,71,72,100,73,53,61,80,84,98,93,53,91,90,86,66,65,68,93,96,68,70,Patent Lawyer
92,70,77,72,85,51,80,85,72,62,59,69,88,66,82,54,100,60,77,100,61,93,77,64,85,74,70,73,83,69,64,79,89,62,95,66,80,98,94,82,82,67,72,Software Developer
66,71,81,67,99,53,65,84,72,95,77,60,82,99,87,77,53,77,80,80,83,54,72,99,94,94,91,65,64,74,84,61,51,75,52,83,90,54,50,52,82,55,85,Data Scientist
90,56,96,100,60,63,75,83,79,59,65,57,53,87,79,51,99,57,88,91,86,83,88,93,98,93,82,70,65,68,53,63,60,98,64,82,59,89,99,91,99,90,91,Software Developer
67,60,51,67,94,67,75,62,97,84,84,83,96,98,78,50,80,64,60,71,50,70,80,100,93,69,86,88,69,94,72,72,100,94,88,56,98,84,81,93,81,75,74,Data Scientist
53,72,69,95,64,74,84,84,83,69,76,56,90,52,74,65,62,68,78,67,59,59,81,86,59,50,62,97,63,91,58,69,66,77,74,65,96,83,73,61,65,100,57,Data Scientist
80,93,94,58,86,100,71,76,91,85,51,90,80,79,94,76,81,55,74,98,80,53,83,73,50,81,50,92,93,100,77,57,83,92,72,53,86,54,61,86,73,96,68,Data Scientist
97,62,57,57,86,70,62,58,82,66,81,54,95,85,97,97,89,78,54,96,95,82,77,100,73,63,54,57,84,93,72,84,63,60,72,54,63,97,81,88,98,53,76,Software Developer
81,75,77,76,61,50,65,92,64,62,53,52,86,77,79,65,98,51,80,85,97,76,77,97,98,62,76,52,65,86,54,53,58,58,87,91,81,69,66,64,61,96,98,Database Administrator
74,84,80,77,99,94,65,90,68,75,82,92,71,88,59,90,58,70,78,82,100,65,83,50,65,52,83,59,58,99,82,54,56,54,73,50,70,62,76,93,72,70,51,Mechanical Engineer
71,95,60,92,66,67,87,68,89,81,95,82,85,70,93,94,71,68,70,57,64,58,72,94,87,50,83,98,59,87,91,62,75,77,89,64,64,89,67,63,100,84,68,Database Administrator
54,62,75,98,77,63,54,90,94,53,84,76,69,85,88,76,89,84,79,68,62,64,70,84,84,62,66,96,75,96,100,53,98,56,59,67,60,72,100,74,59,68,77,DevOps Engineer
84,87,99,57,51,62,57,80,61,76,93,65,81,80,58,62,76,94,50,65,73,86,69,63,91,52,56,94,98,80,55,68,64,64,92,87,89,81,53,66,67,55,54,Data Scientist
91,74,51,73,52,84,68,62,79,62,76,100,91,92,61,93,74,79,69,95,70,77,91,93,51,60,92,62,52,54,67,56,69,74,99,94,59,57,80,84,68,91,90,Engineer
58,69,82,81,87,85,54,87,95,90,87,91,51,93,92,60,89,91,76,93,73,80,51,50,54,95,95,59,72,93,93,73,92,72,86,81,65,96,62,83,88,71,53,Data Analyst
61,63,93,68,95,50,50,97,76,69,83,85,87,60,96,95,80,53,77,63,75,96,70,97,65,68,54,52,88,91,63,65,67,83,98,64,58,89,85,50,67,89,76,Database Administrator
59,52,50,53,58,80,69,73,92,69,100,93,79,97,60,56,93,97,94,97,79,73,88,55,76,61,93,50,93,51,67,65,68,74,70,52,92,91,78,52,51,77,81,Data Scientist
99,67,96,65,79,51,54,65,70,50,70,72,86,60,80,77,92,66,90,53,82,92,91,64,86,97,97,81,80,72,76,59,91,88,65,98,95,94,65,59,73,86,93,Software Developer
92,60,90,52,84,93,80,100,60,71,68,96,85,99,81,83,70,89,69,65,69,89,53,56,97,62,75,94,73,86,72,58,97,92,71,84,96,66,59,83,64,93,93,Data Scientist
71,72,94,62,61,85,93,92,81,90,93,91,56,84,82,91,51,51,90,92,80,78,72,79,98,81,89,88,75,99,79,73,78,88,68,90,58,86,74,83,84,85,90,Doctor
56,70,66,97,95,57,69,59,56,52,84,86,85,97,93,91,99,68,70,63,57,89,90,70,78,54,56,78,79,64,53,55,84,51,92,83,79,76,98,56,96,85,88,Mechanical Engineer
83,52,68,55,99,87,70,93,83,92,60,63,89,57,79,80,91,74,70,86,89,87,92,91,58,62,71,95,82,75,70,53,56,57,76,62,85,59,61,51,76,54,51,Engineer
81,63,83,67,81,57,58,100,51,54,75,96,91,64,97,88,100,66,85,96,58,56,90,74,77,98,62,95,65,92,62,90,57,78,58,73,73,95,89,52,88,60,64,Cloud Architect
87,73,73,73,85,80,82,58,61,75,62,62,100,58,54,90,97,73,99,69,97,67,62,55,93,89,68,96,97,62,90,58,85,96,63,89,81,94,74,51,73,76,54,Software Developer
74,87,52,76,90,94,89,84,78,97,54,79,78,51,60,80,67,69,67,90,88,95,67,52,55,75,87,74,81,50,89,100,81,96,50,83,76,71,73,86,90,86,70,AI Researcher
56,65,89,97,59,93,96,56,60,95,70,89,67,94,71,74,66,66,66,61,82,84,63,67,54,74,90,76,52,55,99,83,70,89,51,93,99,96,65,56,87,74,53,Data Scientist
81,54,57,84,51,50,85,81,58,51,90,66,90,58,99,95,64,86,60,88,55,74,76,64,68,58,76,72,76,70,61,64,50,53,62,90,57,87,67,62,83,77,76,Full Stack Developer
100,85,78,76,63,62,99,90,96,50,74,54,83,87,52,88,60,97,94,56,82,82,91,91,99,68,98,84,100,80,68,65,82,78,61,64,79,72,67,96,54,70,54,Full Stack Developer
82,65,89,51,79,50,100,83,96,56,69,77,99,64,50,84,98,81,93,68,77,97,90,97,59,78,52,53,81,72,84,100,50,87,64,51,89,53,84,50,53,53,83,Data Scientist
69,57,61,58,59,65,80,55,79,69,79,56,87,66,62,98,60,56,84,65,91,85,53,50,54,78,60,62,58,65,94,78,72,67,57,96,97,57,80,89,73,62,84,Data Scientist
82,76,72,92,85,71,91,77,73,50,77,58,81,67,71,77,75,90,92,80,80,84,53,85,94,68,96,79,67,59,93,63,92,95,55,90,77,50,57,53,58,55,69,Full Stack Developer
70,100,87,95,79,94,92,76,52,76,76,51,63,74,95,65,56,92,89,78,88,67,88,55,87,83,78,63,80,81,70,85,80,81,77,55,59,59,85,68,80,57,51,Cybersecurity Analyst
74,57,83,88,93,55,64,80,74,67,73,98,73,62,73,69,59,80,98,55,70,62,65,55,86,83,89,81,82,80,59,65,97,73,76,85,79,94,73,91,57,56,88,Environmental Engineer
98,61,87,56,79,91,65,85,87,63,68,90,56,69,86,74,96,72,84,92,75,79,73,55,97,85,72,75,60,99,81,96,89,66,96,76,77,97,63,75,74,90,97,Software Developer
66,62,50,96,93,65,85,89,88,81,76,51,53,59,62,85,82,79,71,58,83,65,56,57,58,68,79,82,97,68,69,96,50,87,89,67,57,80,64,100,60,66,81,Doctor
87,95,88,95,57,88,55,69,76,67,86,66,70,57,62,61,78,84,100,85,95,58,63,89,87,93,70,85,94,90,77,66,76,89,86,98,82,55,98,55,92,95,94,Engineer
96,62,51,79,81,52,69,67,86,69,68,78,87,79,79,57,60,87,91,74,86,58,83,99,73,83,76,70,67,75,66,78,68,60,87,68,89,57,97,99,69,74,52,Data Scientist
64,50,97,58,82,78,89,78,61,78,53,55,98,94,63,73,58,78,60,100,80,100,90,94,63,89,82,87,55,90,62,52,96,91,83,70,64,53,81,99,75,84,87,Cybersecurity Analyst
88,69,58,100,89,97,76,94,97,98,53,70,92,80,92,52,73,92,82,74,77,91,78,81,57,66,64,70,57,67,51,68,94,94,83,77,63,92,95,51,66,92,93,Engineer
96,66,65,95,55,57,91,74,65,54,90,96,95,90,93,69,71,85,53,80,88,62,82,80,54,99,87,91,50,53,65,62,58,72,94,97,64,58,97,74,69,50,71,Full Stack Developer
52,54,82,62,94,77,75,81,64,76,57,76,84,51,95,68,91,66,55,75,90,97,57,95,50,87,78,63,60,92,100,92,65,70,78,97,54,78,72,81,57,67,82,Database Administrator
91,86,92,53,57,67,73,83,83,64,98,83,66,82,61,84,51,51,50,67,71,62,75,77,66,65,69,90,99,51,57,60,67,71,74,66,60,62,79,97,54,86,79,Environmental Engineer
81,75,61,89,62,56,72,58,72,69,92,66,93,54,100,56,85,70,78,56,66,91,99,55,71,95,85,66,67,70,78,73,79,86,62,72,68,95,59,97,98,82,57,Cybersecurity Analyst
